OBJECTID,TRAIL_ID,TRAIL_NAME,TRAIL_CLSS,SURF_MAT,ENGINEERED,WIDTH,FENCED,WHEEL_ACC,CONDITION,INST_YEAR,INST_DATE,LIGHT,OWNER,MAINT,STATUS,COMMENTS,ADDDATE,MODDATE,SOURCE,SACC,FCODE,CODE,WALKING,HIKING,BIKING,ATV,SNOWMOBILE,SEASON,COLLECTED,UPDATED,TCT,RAIL,NATURE,ET_SOURCE,SECT_NAME,ASSOCN,DATASOURCE,OFFICIAL,NAME_APP,PLOW,GLOBALID,LEN,Shape__Length
107046,2047,SHUBIE CANAL GREENWAY,AT_GW - S,Gravel, ,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,NA,INFORMAL CROSSING, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,HRM GPS,,HRM,TPW_TRAILS,,,,d2cd03f5-656e-4ee5-8ef8-a59f25237134,146.08385315365,146.083853153368
107047,2048,SHUBIE CANAL GREENWAY,AT_GW - S,Gravel, ,0.5,No,,POOR,0,,No,Halifax Regional Municipality,HRM,INFORMAL CROSSING,sides overgrown-undefined width,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,HRM GPS,,HRM,TPW_TRAILS,,,,c9276232-5289-4548-968f-9324f50fc6f8,46.6246908520952,46.6246908534909
107048,2049,SHUBIE CANAL GREENWAY,AT_GW - S,CRDS, ,3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,,,,TPW_TRAILS,,,,47ce0936-df55-408d-b57a-a88d1967e31a,339.66827779624,339.668277797484
107049,2050,SHUBIE CANAL GREENWAY,AT_GW - T,Gravel, ,3.3,Yes,,POOR,0,,No,Halifax Regional Municipality,HRM,ACTIVE,access to manhole-overgrown-gated-unlock,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,8c4928e5-82ce-4640-8dce-b662d1fe7ae2,87.1252151465206,87.1252151464035
107050,3247,SHUBIE CANAL GREENWAY,AT_GW - S,Asphalt,No,4,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,HRM GPS,,HRM,TPW_TRAILS,,,,495688f9-48fa-431d-8cb3-9cf61f2413c2,11.6270928779535,11.627092878233
107051,3190,SHUBIE CANAL GREENWAY,AT_GW,CRDS,No,3.3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,HRM GPS,,HRM,TPW_TRAILS,,,,863b9f24-0a8c-4cc1-8d91-1e0fdda3bd11,97.3319325874371,97.3319325875221
107052,2061,SHUBIE CANAL GREENWAY,AT_GW - S,CRDS,No,2.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,HRM GPS,,HRM,TPW_TRAILS,,,,21edcfdf-cff7-4225-b48e-a06d70aac3c0,21.6435036230486,21.6435036237913
107053,679,HOBSONS LAKE TRAIL,,Natural,No,,No,,,,,No,Unknown,HRM,,,2015-06-05T00:00:00.000Z,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,4cda78bb-067f-4b33-9676-10cd8c096384,96.8464452106955,96.8464452113779
107054,680,FOX LAKE TRAIL,,Natural,No,,No,,,,,No,Unknown,,,,2015-06-05T00:00:00.000Z,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,5070d5fd-7204-484f-baa8-b4c705dc55a1,340.457050203454,340.457050203093
107055,681,FOX LAKE TRAIL,,Natural,No,,No,,,,,No,Unknown,,,,2015-06-05T00:00:00.000Z,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,00e6a0b3-07d8-417b-a281-73de0589a077,96.0774152996748,96.0774152996973
107056,682,MASKWA CLUB TRAIL,,Natural,No,,No,,,,,No,Unknown,HRM,,,2015-06-05T00:00:00.000Z,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,4c4e5f38-baba-424b-bbea-fd62704edd17,738.341507312072,738.341507314193
107057,683,HOBSONS LAKE TRAIL,,Natural,No,,No,,,,,No,Unknown,HRM,,,2015-06-05T00:00:00.000Z,,NS-HIKING,,RRRDTR,,,,,,,,,,,,,,,,,,,,120d6054-1ac3-4eb7-8adc-085114259711,5700.87115947894,5700.87115947897
107058,684,LONG LAKE WILDERNESS TRAIL,,NAT,No,,No,,Unknown,,,No,Provincial,Provincial,ACTIVE,,,,,,,,,Yes,No,No,No,,2015-07-27T08:58:30.000Z,,,,,,,DNR,,,,,bc13f584-7279-44f3-892c-cc8e3adbee35,361.41313855903,361.413138561487
107059,3749,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,No,,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,,2013-10-02T00:00:00.000Z,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,7b46ec8a-0de2-4a70-87fd-c2281635be91,332.843234225251,332.84323422485
107060,685,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,No,,No,,GOOD,2013,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,7aac86a9-7ec3-456b-87b7-a8676852f6cd,207.378587608376,207.378587607938
107061,686,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,No,,No,,GOOD,2013,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,d0d11607-7967-482f-aa6a-7f85954c9a54,113.458770816562,113.458770815847
107062,3749,MAINLAND NORTH LINEAR GREENWAY,AT_GW,CRDS,No,,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,,2013-10-02T00:00:00.000Z,,,,RRRDTR,,,,,,,,,,,,,,,,,,,,2fd0b8fd-fd8e-4b9d-bac2-2cf7038b40f8,56.3455547148132,56.3455547138638
107063,5089,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,Yes,0c214fe2-65cf-4dab-9224-4cb43d61241c,131.436621579664,131.436621579286
107064,5086,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,91d7056f-f589-4135-a464-b534e38321fa,52.8033657322938,52.8033657329949
107065,5087,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Yes,667767f9-d680-405b-88c2-1d3ff4fe6d32,189.112785060741,189.112785060479
107066,5088,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,fb24db8e-5548-4e66-84e1-a84cfb2e31c1,65.3885280289997,65.3885280291116
107067,976,UNKNOWN NAME, ,Asphalt,No,1.6,No,,GOOD,0,,No, ,UN,ACTIVE,possibly maintained by school,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,50e58d32-36a5-436d-afc1-07dafca1d8f7,16.0521673979708,16.0521673971701
107068,951,UNKNOWN NAME,SECONDARY,Asphalt, ,1.5,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,DECOMISSIONED,heaves/cracks- dead ends at greenbelt,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1c2cb341-ddd0-4113-acda-e846f46b1986,40.0355672320216,40.0355672332569
107069,3506,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,Concrete,,3,No,,GOOD,2004,,No,Halifax Regional Municipality,HRM,ACTIVE,Portion of Sidewalk System,,2016-01-12T00:00:00.000Z,PICTOMETRY,G,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,2007-01-11T00:00:00.000Z,2007-01-11T00:00:00.000Z,N,No,Yes,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TRAILS_APR11,,,Yes,13184a57-a07b-4979-9291-4d1fef5a7a80,197.134399050821,197.134399048846
107070,3750,SALT MARSH AT GREENWAY,AT_GW,Gravel,,3.5,,,,,,No,Provincial,Provincial,,Parking Lot Area Middle of Trail,,2013-09-17T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes,No,No, ALL,2007-01-10T00:00:00.000Z,2007-01-10T00:00:00.000Z,Y,No,Yes,HRTAT,,DNR,TRAILS_APR11,,,,15e46fff-3883-40e7-a99f-05951b548f4a,7039.44368252955,7039.44368252958
107071,2908,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,f36c71c5-f567-4301-be33-ce8b426a7f02,919.195350911582,919.195350912207
107072,1854,UNKNOWN NAME,SECONDARY,CRDS,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,trail dead ends at roadblock,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,7e732e9b-66c6-4fd3-86e4-900a6787dec3,17.6215354324508,17.6215354328882
107073,2168,UNKNOWN NAME, ,Asphalt, ,1.4,No,,GOOD,0,,No,Halifax Regional Municipality,UN,ACTIVE,to peagravel type sandbox,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,ac03e9cb-c34c-41e9-8f32-50ed1ef1ea46,28.8898440924436,28.889844092919
107074,2109,UNKNOWN NAME,TERIARY,Gravel, ,2.3,No,,MARGINAL,0,,No, ,NA,INFORMAL CROSSING,possible former access rd-width varies,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1c78252a-88c6-4ca1-a462-dd655f35f077,133.947296878263,133.947296879092
107075,2938,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,e0a54f9d-733b-4cb7-b208-a4101fa4ad00,65.1586809970447,65.1586809954599
107076,3741,BARRINGTON STREET AT GREENWAY,AT_GW,Asphalt,Yes,3,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,North Street - Cornwallis St,2012-09-12T00:00:00.000Z,2016-01-11T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,,,,Y,No,Yes,Regional Trail,,"Partnership Heritage Gas, HRM, TCT",,,,,1b56c0a5-7653-4d70-b0e5-6689ae2639ad,1117.95919550021,1117.95919550181
107077,2309,BEDFORD SACKVILLE CONNECTOR AT GREENWAY,AT_GW,Concrete, ,3,No,,GOOD,2004,,Yes,Halifax Regional Municipality,HRM,ACTIVE,trail under bridge,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,,HRTAT,,SACKVILLE RIVERS ASSOCIATION,TPW_TRAILS,,,,42a2afef-2567-4774-a40b-3f7117977cc1,36.6354038828643,36.6354038828643
107078,1935,UNKNOWN NAME, ,CRDS, ,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,some weed overgrowth,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,bf899f74-52b2-497d-8b1e-84cff170c341,189.099170562358,189.09917056406
107079,1507,UNKNOWN NAME, ,CRDS,No,1,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,"overgrown, poorly defined",,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,fbcff867-b28b-494b-92fb-5a331edba045,53.9069724828386,53.9069724838992
107080,1874,UNKNOWN NAME,PRIMARY,Gravel, ,2.9,No,,MARGINAL,0,,No,Halifax Regional Municipality,HRM,ACTIVE,lack/surf mat. raised rocks-washouts,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,db41be39-6128-49b4-b3de-ffffbd2ae8e5,602.150738980398,602.150738979735
107081,719,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,bbe555ab-6bda-4453-80ad-cb034b25579f,778.009573043167,778.009573041961
107082,720,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,2263a4fb-cefb-49bc-be74-d2e276cfd45c,434.113306065015,434.113306065066
107083,721,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,46fa596d-cdfa-48ed-9d7f-962cd4e8a7c0,288.126869253944,288.126869255827
107084,722,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,b77867a5-4408-4d2c-b1c5-837a80527272,1439.52740679624,1439.52740679509
107085,723,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,3ca8455e-89b1-444a-8444-45bed0d70cb8,571.269370041459,571.269370041511
107086,724,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,01c01b4d-e9d8-42ec-8e52-8502c7706ec5,38.2853541932789,38.2853541936356
107087,725,MCDONALD SPORTS PARK,,Gravel,No,,No,,GOOD,,,No,Halifax Regional Municipality,HRM,ACTIVE,,,,,,,,,,,,,,,,,,,,,Waverley Amateur Athletic Association,,,,,5c7c9ab7-3f9f-48bd-b684-8441f2d92680,914.794880205628,914.79488020672
107088,1417,GLEN SLAUENWHITE CONNECTOR TRAIL,SECONDARY,CRDS,No,3,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,,No,Yes,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013-07-23T00:00:00.000Z,,b8ff9676-4575-4e2c-b526-6648d10030b4,192.536027272166,192.536027273126
107089,1430,GLEN SLAUENWHITE AT GREENWAY,AT_GW,CRDS,No,1.5,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,width varies 1.5 to 2.0,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,,No,Yes,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013-07-23T00:00:00.000Z,,f5fb8ed8-ea06-46c0-8112-4e814ddbcad6,992.899569826531,992.899569824334
107090,1438,GLEN SLAUENWHITE TRAIL,SECONDARY,CRDS,No,1,No,,MARGINAL,2012,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,,No,Yes,,,,TPW_TRAILS,C,2013-07-23T00:00:00.000Z,,cf63d8fa-6de5-426d-88f4-54ecdbc65071,18.357719875032,18.3577198738546
107091,1459,GLEN SLAUENWHITE TRAIL,AT_GW,Gravel,No,2.5,No,,GOOD,2012,,No,Halifax Regional Municipality,HRM,ACTIVE,access road/trail to lake,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,,No,Yes,,,FRIENDS OF FIRST LAKE SOCIETY,TPW_TRAILS,C,2013-07-23T00:00:00.000Z,,265c6a0a-5089-49bd-811f-092cd3fcea11,164.494724655407,164.49472465334
107092,3329,POINT PLEASANT PARK,,,,0,,,,,,,,,,Heather Rd,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,2007-01-23T00:00:00.000Z,2007-01-23T00:00:00.000Z,N,No,Yes,HRM,, ,TRAILS_APR11,,,,c117c6d8-569b-487a-a16b-d4604107ae1d,18.874974606107,18.874974607318
107093,3330,POINT PLEASANT PARK,,,,0,,,,,,,,,, ,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,2007-01-23T00:00:00.000Z,2007-01-23T00:00:00.000Z,N,No,Yes,HRM,, ,TRAILS_APR11,,,,3fd5f486-1719-4e26-9e51-a16c7bec6354,67.177157552847,67.1771575535165
107094,2052,SHUBIE CANAL GREENWAY,AT_GW,CRDS, ,2.1,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,areas of exposed rocks/roots,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,No,HRM GPS,,HRM,TPW_TRAILS,,,,4b214d7b-3037-4c6d-aedb-14819f609961,500.662992460875,500.662992461381
107095,2053,SHUBIE CANAL GREENWAY,AT_GW,Gravel, ,2.3,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,N,,,,,,TPW_TRAILS,,,,01b88dca-2127-4062-a9bf-f509791c3e02,78.967975633269,78.9679756327752
107096,3725,DOLLAR LAKE PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Yes,Yes,Yes,No,No,ALL,1995-07-11T00:00:00.000Z,2001-08-08T00:00:00.000Z,N,No,No,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,ef1d89de-8282-4324-818f-228bde797cc6,401.656559531211,401.656559531576
107097,3726,DOLLAR LAKE PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Yes,Yes,Yes,No,No,ALL,1995-07-11T00:00:00.000Z,2001-08-08T00:00:00.000Z,N,No,No,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,35121fd3-84c5-4082-8722-c789da16eb11,289.274046541655,289.274046541413
107098,3727,DOLLAR LAKE PROVINCIAL PARK TRAIL,,,,0,,,,,,,,,, ,,,,,RRRDTR,EXNS,Yes,Yes,Yes,No,No,ALL,1995-07-11T00:00:00.000Z,2001-08-08T00:00:00.000Z,N,No,No,Trails NS,,Department of Natural Resources,TRAILS_APR11,,,,831ce070-f4ad-4161-a10e-f2b99d36ab1b,138.861811133244,138.861811133549
107099,2105,UNKNOWN NAME,SECONDARY,Gravel, ,3.5,No,,POOR,0,,No,Provincial,Provincial,OTHER,access rd frm NS hosp to trail-constr.rd,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,07f02e3b-31f7-4b13-b4c9-2d99c07b9558,114.020707014395,114.020707015001
107100,2526,UNKNOWN NAME, ,CRDS, ,0.5,No,,POOR,0,,No,Private,UN,ACTIVE,overgrown,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,1e37baee-fa5d-4002-b518-54653553a752,44.221630111986,44.221630111189
107101,2675,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,2bf74372-fa09-4755-99b0-d9bdaa8f308b,72.0673954228659,72.067395423431
107102,2691,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,64321f72-6ecd-4ed1-9c07-045b28f98f80,65.1251404414687,65.1251404419721
107103,2992,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,0d69894b-8d44-4619-b8fb-d3d548e129f4,411.760559996724,411.760559995494
107104,2213,UNKNOWN NAME, ,Concrete, ,1.2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE,covered in pea gravel,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,71f5b1e4-454e-4481-86d4-5adf984bef19,41.733221999765,41.733222000093
107105,2218,UNKNOWN NAME, ,CRDS,No,1.8,No,,POOR,0,,No,Halifax Regional Municipality,NA,DECOMISSIONED,former trail-ovrgrwn-leads to fence-p/gr,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,33f38a10-0ee8-4a44-a3a3-a2eef68203c5,73.6450622277309,73.6450622264624
107106,1150,UNKNOWN NAME,SECONDARY,Asphalt,No,1.8,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,dec29b2b-10d3-4ec4-8315-bc5387e2608d,13.6155435757778,13.6155435741664
107107,1472,MAINLAND COMMON TRAILS, ,Asphalt,No,2.8,No,,GOOD,0,,No, ,UN,ACTIVE,possibly maintained by school,,,,,,,,,,,,,,,,,,,,Northwest Trails Assocation,TPW_TRAILS,,,,78a214ea-12c2-466f-a822-8b8605f8be95,149.466207901237,149.466207900124
107108,2598,MCINTOSH RUN AT GREENWAY,AT_GW,Asphalt,No,1.8,Yes,,GOOD,2011,,No,Halifax Regional Municipality,HRM,ACTIVE,access restricted by jersey barrier,,,,,,,,,,,,,,,N,No,Yes,,,,TPW_TRAILS,,,,ac1e25ae-d1c1-4e39-b4fa-793d131a5216,37.8589112698913,37.858911269722
107109,3064,UNKNOWN NAME,,,,,,,,,,,,,,,,,,,RRRDTR,,,,,,,,,,,,,,,,TRN_TRAIL,,,,ddaf14bf-b9d4-4541-a8fb-6ddfd5cce778,122.818894306625,122.818894306032
107110,5076,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRD,HRT,Yes,Yes,Yes, , , ,1900-01-01T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y, , ,HRTAT,,Chain of Lakes Trail Association,TRAILS_APR11,,,,9b80eae4-ab2e-4a9b-96cb-1f9fb9f26871,36.7538578893099,36.7538578902177
107111,5078,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Yes,3c02c4ad-4fdf-4123-8c65-209bd00bf41d,1659.20364068878,1659.20364068899
107112,5079,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,b1a17e16-5ec4-4f63-a640-570c3b984b72,34.4864841552619,34.4864841561525
107113,5080,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Yes,2f400266-d85c-4ea3-ba3a-7b299ee28dbc,2722.82425143314,2722.82425143311
107114,5081,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Yes,30a6f50c-6cf0-483f-ac23-408736b30cc6,1137.62351507297,1137.62351507247
107115,5082,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,e45c5eae-7c17-4471-ade4-05ce56d223b6,19.9093161472747,19.9093161460391
107116,5084,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,,This should be ghosted in new layer,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,,,,1efeeee5-7d82-4944-853c-e518fe7f991a,17.5587647440569,17.5587647438105
107117,5085,CHAIN OF LAKES GREENWAY,AT_GW,Asphalt,,3,,,,2010,,,Halifax Regional Municipality,HRM,, ,,2015-07-09T00:00:00.000Z,,,RRRDTR,HRT,Yes,Yes,Yes, , , ,2010-01-15T00:00:00.000Z,2015-07-27T10:19:10.000Z,Y,Yes, ,HRM,,Chain of Lakes Trail Association,TRAILS_APR11,A,,Yes,07b116b7-1e03-4efb-a0f5-8029e0b80fa5,852.422980496813,852.422980494908
107118,2111,SHUBIE CANAL GREENWAY,AT_GW,Natural,No,0.5,No,, ,0,,No,Halifax Regional Municipality,NA,INFORMAL CROSSING,footpath,,,,,RRRDTR,HRT,Yes,Yes,Yes,No,No,ALL,,,N,No,Yes,,,,TPW_TRAILS,,,,f98e338b-0507-4187-97a5-7cf485880b61,195.351197322173,195.351197322669
107119,1790,DARTMOUTH WATERFRONT TRAIL,AT_GW,Asphalt, ,3,Yes,,GOOD,2009,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,RRRDTR,HRT,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,865a5087-31eb-40c8-8f9e-28507a9de77b,114.841897743365,114.841897745849
107120,1791,DARTMOUTH WATERFRONT TRAIL,AT_GW,Asphalt, ,3,No,,MARGINAL,2009,,Yes,Halifax Regional Municipality,HRM,ACTIVE,brick-heaves,,,,,RRRDTR,HRT,,,,,,,,,Y,,,,,,TPW_TRAILS,,,,88b53427-fc04-4def-ba54-6a263fba2835,73.09652593359,73.0965259326085
107121,1793,DARTMOUTH WATERFRONT TRAIL,AT_GW,Asphalt, ,2,No,,GOOD,0,,No,Halifax Regional Municipality,HRM,ACTIVE, ,,,,,,,,,,,,,,,,,,,,,TPW_TRAILS,,,,24353bc4-376a-42a6-9a97-f6518910c95a,75.1452513971092,75.1452513976655
107122,1795,DARTMOUTH WATERFRONT TRAIL,AT_GW,Asphalt, ,3,Yes,,GOOD,2009,,No,Private,HRM,ACTIVE,trail ends/Maitland St-starts 75 away,,,,,RRRDTR,,,,,,,,,,,,,HRM,,HRM,TPW_TRAILS,,,,384c5930-00f1-4470-9786-2eb933927aff,215.906606913936,215.906606912865
